※ 매월 말일자 통계 현황,,,,,,,
,,2022년02월,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
1153074000,서울특별시 구로구 개봉제1동,"33,705","14,942",          2.26,"16,814","16,891",          1.00
1153075000,서울특별시 구로구 개봉제2동,"30,795","12,560",          2.45,"14,994","15,801",          0.95
1153076000,서울특별시 구로구 개봉제3동,"20,249","8,847",          2.29,"9,839","10,410",          0.95
1153077000,서울특별시 구로구 오류제1동,"22,488","12,119",          1.86,"10,903","11,585",          0.94
1153078000,서울특별시 구로구 오류제2동,"38,401","15,662",          2.45,"18,478","19,923",          0.93
1153079000,서울특별시 구로구 수궁동,"23,390","10,016",          2.34,"11,536","11,854",          0.97
1153080000,서울특별시 구로구 항동,"16,407","6,220",          2.64,"8,015","8,392",          0.96
1154500000,서울특별시 금천구 ,"230,856","118,271",          1.95,"116,449","114,407",          1.02
1154551000,서울특별시 금천구 가산동,"23,790","16,990",          1.40,"12,868","10,922",          1.18
1154561000,서울특별시 금천구 독산제1동,"45,144","23,594",          1.91,"23,119","22,025",          1.05
1154562000,서울특별시 금천구 독산제2동,"18,721","9,571",          1.96,"9,490","9,231",          1.03
1154563000,서울특별시 금천구 독산제3동,"24,135","12,790",          1.89,"12,082","12,053",          1.00
1154564000,서울특별시 금천구 독산제4동,"15,102","7,670",          1.97,"7,560","7,542",          1.00
1154567000,서울특별시 금천구 시흥제1동,"32,715","16,121",          2.03,"16,257","16,458",          0.99
1154568000,서울특별시 금천구 시흥제2동,"21,159","8,267",          2.56,"10,173","10,986",          0.93
1154569000,서울특별시 금천구 시흥제3동,"10,756","4,728",          2.27,"5,342","5,414",          0.99
1154570000,서울특별시 금천구 시흥제4동,"20,233","9,178",          2.20,"10,007","10,226",          0.98
1154571000,서울특별시 금천구 시흥제5동,"19,101","9,362",          2.04,"9,551","9,550",          1.00
1156000000,서울특별시 영등포구 ,"376,884","187,834",          2.01,"185,824","191,060",          0.97
1156051500,서울특별시 영등포구 영등포본동,"21,230","10,459",          2.03,"10,868","10,362",          1.05
1156053500,서울특별시 영등포구 영등포동,"29,283","20,499",          1.43,"15,294","13,989",          1.09
1156054000,서울특별시 영등포구 여의동,"32,967","13,446",          2.45,"15,460","17,507",          0.88
1156055000,서울특별시 영등포구 당산제1동,"20,344","10,882",          1.87,"9,963","10,381",          0.96
1156056000,서울특별시 영등포구 당산제2동,"37,571","18,989",          1.98,"17,612","19,959",          0.88
1156058500,서울특별시 영등포구 도림동,"17,770","9,464",          1.88,"8,961","8,809",          1.02
1156060500,서울특별시 영등포구 문래동,"32,582","13,150",          2.48,"15,938","16,644",          0.96
1156061000,서울특별시 영등포구 양평제1동,"18,365","9,857",          1.86,"8,955","9,410",          0.95
1156062000,서울특별시 영등포구 양평제2동,"22,259","10,685",          2.08,"10,914","11,345",          0.96
1156063000,서울특별시 영등포구 신길제1동,"17,344","10,698",          1.62,"8,840","8,504",          1.04
1156065000,서울특별시 영등포구 신길제3동,"16,615","7,673",          2.17,"8,210","8,405",          0.98
1156066000,서울특별시 영등포구 신길제4동,"12,377","5,757",          2.15,"6,167","6,210",          0.99
1156067000,서울특별시 영등포구 신길제5동,"10,525","4,787",          2.20,"5,128","5,397",          0.95
1156068000,서울특별시 영등포구 신길제6동,"19,058","9,148",          2.08,"9,323","9,735",          0.96
1156069000,서울특별시 영등포구 신길제7동,"19,933","7,909",          2.52,"9,949","9,984",          1.00
1156070000,서울특별시 영등포구 대림제1동,"14,491","7,110",          2.04,"7,225","7,266",          0.99
1156071000,서울특별시 영등포구 대림제2동,"11,948","6,935",          1.72,"5,891","6,057",          0.97
1156072000,서울특별시 영등포구 대림제3동,"22,222","10,386",          2.14,"11,126","11,096",          1.00
1159000000,서울특별시 동작구 ,"385,490","185,688",          2.08,"186,397","199,093",          0.94
1159051000,서울특별시 동작구 노량진제1동,"31,844","16,176",          1.97,"15,989","15,855",          1.01
1159052000,서울특별시 동작구 노량진제2동,"10,742","6,947",          1.55,"5,556","5,186",          1.07
1159053000,서울특별시 동작구 상도제1동,"44,204","21,705",          2.04,"21,456","22,748",          0.94
1159054000,서울특별시 동작구 상도제2동,"28,015","12,627",          2.22,"13,451","14,564",          0.92
1159055000,서울특별시 동작구 상도제3동,"24,413","12,042",          2.03,"11,627","12,786",          0.91
1159056000,서울특별시 동작구 상도제4동,"28,597","14,173",          2.02,"13,868","14,729",          0.94
1159060500,서울특별시 동작구 흑석동,"31,334","14,036",          2.23,"15,249","16,085",          0.95
1159062000,서울특별시 동작구 사당제1동,"22,798","13,543",          1.68,"10,886","11,912",          0.91
1159063000,서울특별시 동작구 사당제2동,"27,786","12,254",          2.27,"13,326","14,460",          0.92
1159064000,서울특별시 동작구 사당제3동,"24,338","10,500",          2.32,"11,810","12,528",          0.94
1159065000,서울특별시 동작구 사당제4동,"14,155","7,198",          1.97,"6,760","7,395",          0.91
1159065100,서울특별시 동작구 사당제5동,"14,470","6,636",          2.18,"6,947","7,523",          0.92
1159066000,서울특별시 동작구 대방동,"37,863","17,237",          2.20,"17,946","19,917",          0.90
1159067000,서울특별시 동작구 신대방제1동,"23,076","10,225",          2.26,"11,082","11,994",          0.92
1159068000,서울특별시 동작구 신대방제2동,"21,855","10,389",          2.10,"10,444","11,411",          0.92
1162000000,서울특별시 관악구 ,"486,209","278,497",          1.75,"244,287","241,922",          1.01
1162052500,서울특별시 관악구 보라매동,"24,479","13,045",          1.88,"12,046","12,433",          0.97
1162054500,서울특별시 관악구 청림동,"15,081","6,459",          2.33,"7,327","7,754",          0.94
1162056500,서울특별시 관악구 성현동,"29,087","12,328",          2.36,"14,024","15,063",          0.93
1162057500,서울특별시 관악구 행운동,"29,067","17,838",          1.63,"14,109","14,958",          0.94
1162058500,서울특별시 관악구 낙성대동,"16,965","11,420",          1.49,"8,540","8,425",          1.01
1162059500,서울특별시 관악구 청룡동,"35,690","23,632",          1.51,"17,188","18,502",          0.93
1162060500,서울특별시 관악구 은천동,"33,099","16,099",          2.06,"16,168","16,931",          0.95
1162061500,서울특별시 관악구 중앙동,"15,193","9,928",          1.53,"7,308","7,885",          0.93
1162062500,서울특별시 관악구 인헌동,"25,859","14,573",          1.77,"12,570","13,289",          0.95
1162063000,서울특별시 관악구 남현동,"18,083","9,734",          1.86,"8,719","9,364",          0.93
1162064500,서울특별시 관악구 서원동,"22,715","14,483",          1.57,"11,778","10,937",          1.08
1162065500,서울특별시 관악구 신원동,"17,934","11,096",          1.62,"9,068","8,866",          1.02
1162066500,서울특별시 관악구 서림동,"23,061","14,383",          1.60,"12,716","10,345",          1.23
1162068500,서울특별시 관악구 신사동,"22,624","14,075",          1.61,"11,366","11,258",          1.01
1162069500,서울특별시 관악구 신림동,"22,569","18,253",          1.24,"11,947","10,622",          1.12
1162071500,서울특별시 관악구 난향동,"15,281","6,295",          2.43,"7,469","7,812",          0.96
1162072500,서울특별시 관악구 조원동,"17,476","10,899",          1.60,"8,797","8,679",          1.01
1162073500,서울특별시 관악구 대학동,"23,378","16,175",          1.45,"14,123","9,255",          1.53
1162074500,서울특별시 관악구 삼성동,"21,417","10,260",          2.09,"10,710","10,707",          1.00
1162076500,서울특별시 관악구 미성동,"30,488","14,375",          2.12,"14,936","15,552",          0.96
1162077500,서울특별시 관악구 난곡동,"26,663","13,147",          2.03,"13,378","13,285",          1.01
1165000000,서울특별시 서초구 ,"410,682","169,979",          2.42,"196,211","214,471",          0.91
1165051000,서울특별시 서초구 서초1동,"20,585","9,418",          2.19,"9,916","10,669",          0.93
1165052000,서울특별시 서초구 서초2동,"26,421","11,515",          2.29,"12,599","13,822",          0.91
1165053000,서울특별시 서초구 서초3동,"32,463","15,327",          2.12,"15,566","16,897",          0.92
1165053100,서울특별시 서초구 서초4동,"30,729","10,877",          2.83,"14,993","15,736",          0.95
1165054000,서울특별시 서초구 잠원동,"26,726","10,759",          2.48,"12,847","13,879",          0.93
1165055000,서울특별시 서초구 반포본동,950,445,          2.13,449,501,          0.90
1165056000,서울특별시 서초구 반포1동,"34,556","15,077",          2.29,"16,784","17,772",          0.94
1165057000,서울특별시 서초구 반포2동,"15,754","5,007",          3.15,"7,506","8,248",          0.91
1165058000,서울특별시 서초구 반포3동,"22,152","7,699",          2.88,"10,536","11,616",          0.91
1165058100,서울특별시 서초구 반포4동,"19,159","7,202",          2.66,"8,977","10,182",          0.88
1165059000,서울특별시 서초구 방배본동,"20,839","8,000",          2.60,"9,633","11,206",          0.86
1165060000,서울특별시 서초구 방배1동,"16,846","7,532",          2.24,"7,882","8,964",          0.88
1165061000,서울특별시 서초구 방배2동,"19,139","8,289",          2.31,"8,982","10,157",          0.88
1165062000,서울특별시 서초구 방배3동,"18,752","7,086",          2.65,"9,055","9,697",          0.93
1165062100,서울특별시 서초구 방배4동,"23,440","9,736",          2.41,"10,663","12,777",          0.83
1165065100,서울특별시 서초구 양재1동,"42,861","17,895",          2.40,"20,465","22,396",          0.91
1165065200,서울특별시 서초구 양재2동,"21,838","10,873",          2.01,"10,911","10,927",          1.00
1165066000,서울특별시 서초구 내곡동,"17,472","7,242",          2.41,"8,447","9,025",          0.94
1168000000,서울특별시 강남구 ,"533,286","234,634",          2.27,"255,159","278,127",          0.92
1168051000,서울특별시 강남구 신사동,"15,947","7,020",          2.27,"7,386","8,561",          0.86
1168052100,서울특별시 강남구 논현1동,"22,018","14,036",          1.57,"10,363","11,655",          0.89
1168053100,서울특별시 강남구 논현2동,"20,981","11,418",          1.84,"9,804","11,177",          0.88
1168054500,서울특별시 강남구 압구정동,"26,223","10,247",          2.56,"12,129","14,094",          0.86
1168056500,서울특별시 강남구 청담동,"25,616","11,240",          2.28,"11,964","13,652",          0.88
1168058000,서울특별시 강남구 삼성1동,"12,833","5,500",          2.33,"6,317","6,516",          0.97
1168059000,서울특별시 강남구 삼성2동,"30,805","13,693",          2.25,"14,754","16,051",          0.92
1168060000,서울특별시 강남구 대치1동,"23,995","7,238",          3.32,"12,046","11,949",          1.01
1168061000,서울특별시 강남구 대치2동,"36,795","12,917",          2.85,"18,611","18,184",          1.02
1168063000,서울특별시 강남구 대치4동,"19,698","10,145",          1.94,"9,322","10,376",          0.90
