※ 매월 말일자 통계 현황,,,,,,,
,,2022년02월,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
2823764800,인천광역시 부평구 삼산2동,"28,617","10,287",          2.78,"13,860","14,757",          0.94
2823765000,인천광역시 부평구 부개1동,"16,106","7,752",          2.08,"8,085","8,021",          1.01
2823766000,인천광역시 부평구 부개2동,"20,063","8,419",          2.38,"9,806","10,257",          0.96
2823766100,인천광역시 부평구 부개3동,"30,550","12,402",          2.46,"14,691","15,859",          0.93
2823767000,인천광역시 부평구 일신동,"12,439","5,197",          2.39,"6,334","6,105",          1.04
2823768000,인천광역시 부평구 십정1동,"13,903","6,375",          2.18,"7,039","6,864",          1.03
2823769000,인천광역시 부평구 십정2동,"22,834","11,597",          1.97,"11,866","10,968",          1.08
2824500000,인천광역시 계양구 ,"294,795","128,063",          2.30,"146,824","147,971",          0.99
2824560100,인천광역시 계양구 효성1동,"27,562","11,759",          2.34,"13,826","13,736",          1.01
2824560200,인천광역시 계양구 효성2동,"28,832","11,712",          2.46,"14,577","14,255",          1.02
2824561100,인천광역시 계양구 계산1동,"19,212","10,057",          1.91,"10,122","9,090",          1.11
2824561200,인천광역시 계양구 계산2동,"15,756","7,871",          2.00,"7,823","7,933",          0.99
2824561300,인천광역시 계양구 계산3동,"19,014","8,620",          2.21,"9,095","9,919",          0.92
2824561400,인천광역시 계양구 계산4동,"23,091","9,169",          2.52,"11,661","11,430",          1.02
2824562100,인천광역시 계양구 작전1동,"27,651","11,274",          2.45,"13,557","14,094",          0.96
2824562200,인천광역시 계양구 작전2동,"19,715","9,129",          2.16,"9,746","9,969",          0.98
2824564000,인천광역시 계양구 작전서운동,"34,834","14,177",          2.46,"17,329","17,505",          0.99
2824571000,인천광역시 계양구 계양1동,"20,759","8,555",          2.43,"10,266","10,493",          0.98
2824572000,인천광역시 계양구 계양2동,"32,992","15,694",          2.10,"16,303","16,689",          0.98
2824573000,인천광역시 계양구 계양3동,"25,377","10,046",          2.53,"12,519","12,858",          0.97
2826000000,인천광역시 서구 ,"562,119","235,870",          2.38,"283,761","278,358",          1.02
2826051500,인천광역시 서구 검암경서동,"45,210","19,743",          2.29,"23,094","22,116",          1.04
2826053000,인천광역시 서구 연희동,"40,431","19,000",          2.13,"20,591","19,840",          1.04
2826053600,인천광역시 서구 청라1동,"31,344","11,910",          2.63,"15,612","15,732",          0.99
2826053700,인천광역시 서구 청라2동,"48,642","18,022",          2.70,"24,146","24,496",          0.99
2826053900,인천광역시 서구 청라3동,"31,773","11,328",          2.80,"15,725","16,048",          0.98
2826054200,인천광역시 서구 가정1동,"32,256","13,524",          2.39,"16,178","16,078",          1.01
2826054300,인천광역시 서구 가정2동,"6,443","3,020",          2.13,"3,361","3,082",          1.09
2826054400,인천광역시 서구 가정3동,"9,556","4,406",          2.17,"4,787","4,769",          1.00
2826055000,인천광역시 서구 석남1동,"22,202","10,913",          2.03,"11,442","10,760",          1.06
2826056000,인천광역시 서구 석남2동,"12,960","6,204",          2.09,"6,724","6,236",          1.08
2826056100,인천광역시 서구 석남3동,"13,766","6,619",          2.08,"6,986","6,780",          1.03
2826057500,인천광역시 서구 신현원창동,"31,345","12,939",          2.42,"15,654","15,691",          1.00
2826058000,인천광역시 서구 가좌1동,"12,698","6,336",          2.00,"6,735","5,963",          1.13
2826059000,인천광역시 서구 가좌2동,"19,826","7,732",          2.56,"9,674","10,152",          0.95
2826060000,인천광역시 서구 가좌3동,"16,538","8,026",          2.06,"8,408","8,130",          1.03
2826061000,인천광역시 서구 가좌4동,"10,438","4,920",          2.12,"5,398","5,040",          1.07
2826068000,인천광역시 서구 검단동,"32,806","14,764",          2.22,"16,970","15,836",          1.07
2826069000,인천광역시 서구 불로대곡동,"22,610","9,254",          2.44,"11,530","11,080",          1.04
2826070000,인천광역시 서구 원당동,"23,880","9,687",          2.47,"12,104","11,776",          1.03
2826071000,인천광역시 서구 당하동,"27,716","10,869",          2.55,"13,803","13,913",          0.99
2826072000,인천광역시 서구 오류왕길동,"25,397","10,313",          2.46,"12,932","12,465",          1.04
2826073000,인천광역시 서구 마전동,"22,626","8,285",          2.73,"11,124","11,502",          0.97
2826074000,인천광역시 서구 아라동,"21,656","8,056",          2.69,"10,783","10,873",          0.99
2826500000,인천광역시 서구검단출장소 ,0,0,          0.00,0,0,          0.00
2871000000,인천광역시 강화군 ,"69,801","34,825",          2.00,"34,923","34,878",          1.00
2871025000,인천광역시 강화군 강화읍,"22,800","10,680",          2.13,"11,261","11,539",          0.98
2871031000,인천광역시 강화군 선원면,"7,966","3,637",          2.19,"3,958","4,008",          0.99
2871032000,인천광역시 강화군 불은면,"4,937","2,641",          1.87,"2,482","2,455",          1.01
2871033000,인천광역시 강화군 길상면,"7,218","3,624",          1.99,"3,632","3,586",          1.01
2871034000,인천광역시 강화군 화도면,"4,550","2,447",          1.86,"2,309","2,241",          1.03
2871035000,인천광역시 강화군 양도면,"4,293","2,199",          1.95,"2,150","2,143",          1.00
2871036000,인천광역시 강화군 내가면,"3,078","1,665",          1.85,"1,499","1,579",          0.95
2871037000,인천광역시 강화군 하점면,"4,064","2,089",          1.95,"2,086","1,978",          1.05
2871038000,인천광역시 강화군 양사면,"1,890","1,006",          1.88,937,953,          0.98
2871039000,인천광역시 강화군 송해면,"3,282","1,669",          1.97,"1,642","1,640",          1.00
2871040000,인천광역시 강화군 교동면,"2,854","1,564",          1.82,"1,471","1,383",          1.06
2871041000,인천광역시 강화군 삼산면,"2,226","1,209",          1.84,"1,154","1,072",          1.08
2871042000,인천광역시 강화군 서도면,380,222,          1.71,195,185,          1.05
2871042500,인천광역시 강화군 서도면볼음출장소,263,173,          1.52,147,116,          1.27
2872000000,인천광역시 옹진군 ,"20,373","12,095",          1.68,"11,594","8,779",          1.32
2872031000,인천광역시 옹진군 북도면,"1,155",658,          1.76,603,552,          1.09
2872031500,인천광역시 옹진군 북도면장봉출장소,984,531,          1.85,521,463,          1.13
2872033000,인천광역시 옹진군 백령면,"4,958","2,915",          1.70,"2,914","2,044",          1.43
2872034000,인천광역시 옹진군 대청면,"1,208",746,          1.62,698,510,          1.37
2872034500,인천광역시 옹진군 대청면소청출장소,220,171,          1.29,136,84,          1.62
2872035000,인천광역시 옹진군 덕적면,"1,887","1,163",          1.62,"1,031",856,          1.20
2872036000,인천광역시 옹진군 영흥면,"6,585","3,694",          1.78,"3,677","2,908",          1.26
2872037000,인천광역시 옹진군 자월면,955,568,          1.68,516,439,          1.18
2872037500,인천광역시 옹진군 자월면이작출장소,372,224,          1.66,191,181,          1.06
2872038000,인천광역시 옹진군 연평면,"2,049","1,425",          1.44,"1,307",742,          1.76
2900000000,광주광역시  ,"1,440,032","647,419",          2.22,"712,199","727,833",          0.98
2911000000,광주광역시 동구 ,"103,299","52,514",          1.97,"50,943","52,356",          0.97
2911052500,광주광역시 동구 충장동,"4,818","3,705",          1.30,"2,429","2,389",          1.02
2911054500,광주광역시 동구 동명동,"3,887","2,496",          1.56,"1,964","1,923",          1.02
2911056000,광주광역시 동구 계림1동,"10,935","5,986",          1.83,"5,690","5,245",          1.08
2911057000,광주광역시 동구 계림2동,"9,802","4,159",          2.36,"4,764","5,038",          0.95
2911059000,광주광역시 동구 산수1동,"8,590","4,502",          1.91,"4,307","4,283",          1.01
2911060000,광주광역시 동구 산수2동,"10,499","4,876",          2.15,"5,105","5,394",          0.95
2911062000,광주광역시 동구 지산1동,"4,249","2,436",          1.74,"2,155","2,094",          1.03
2911063000,광주광역시 동구 지산2동,"4,512","2,426",          1.86,"2,311","2,201",          1.05
2911065500,광주광역시 동구 서남동,"2,963","2,176",          1.36,"1,575","1,388",          1.13
2911068500,광주광역시 동구 학동,"7,702","3,632",          2.12,"3,660","4,042",          0.91
2911071000,광주광역시 동구 학운동,"11,448","5,252",          2.18,"5,397","6,051",          0.89
2911073000,광주광역시 동구 지원1동,"7,807","3,659",          2.13,"3,782","4,025",          0.94
2911074000,광주광역시 동구 지원2동,"16,087","7,209",          2.23,"7,804","8,283",          0.94
2914000000,광주광역시 서구 ,"290,550","132,949",          2.19,"142,303","148,247",          0.96
2914057500,광주광역시 서구 양동,"3,652","2,093",          1.74,"1,816","1,836",          0.99
2914059000,광주광역시 서구 양3동,"4,562","2,172",          2.10,"2,214","2,348",          0.94
2914065000,광주광역시 서구 농성1동,"11,020","6,245",          1.76,"5,444","5,576",          0.98
2914066000,광주광역시 서구 농성2동,"4,869","2,949",          1.65,"2,560","2,309",          1.11
2914073000,광주광역시 서구 광천동,"7,985","4,205",          1.90,"4,109","3,876",          1.06
2914074000,광주광역시 서구 유덕동,"10,960","4,888",          2.24,"5,583","5,377",          1.04
2914074500,광주광역시 서구 치평동,"30,299","13,654",          2.22,"14,462","15,837",          0.91
2914075100,광주광역시 서구 상무1동,"24,763","12,213",          2.03,"12,397","12,366",          1.00
2914075200,광주광역시 서구 상무2동,"23,832","13,144",          1.81,"11,594","12,238",          0.95
2914076000,광주광역시 서구 화정1동,"15,493","8,496",          1.82,"7,373","8,120",          0.91
2914077000,광주광역시 서구 화정2동,"20,558","8,005",          2.57,"10,300","10,258",          1.00
2914078000,광주광역시 서구 화정3동,"10,073","4,634",          2.17,"4,965","5,108",          0.97
2914079000,광주광역시 서구 화정4동,"15,417","6,514",          2.37,"7,408","8,009",          0.92
2914080000,광주광역시 서구 서창동,"5,776","2,690",          2.15,"2,984","2,792",          1.07
2914082100,광주광역시 서구 금호1동,"19,954","8,825",          2.26,"9,482","10,472",          0.91
2914082400,광주광역시 서구 금호2동,"28,452","10,562",          2.69,"13,921","14,531",          0.96
2914083000,광주광역시 서구 풍암동,"36,692","15,270",          2.40,"18,030","18,662",          0.97
2914084000,광주광역시 서구 동천동,"16,193","6,390",          2.53,"7,661","8,532",          0.90
2915500000,광주광역시 남구 ,"215,454","95,954",          2.25,"103,497","111,957",          0.92
2915551000,광주광역시 남구 양림동,"6,954","3,160",          2.20,"3,184","3,770",          0.84
2915552000,광주광역시 남구 방림1동,"6,652","2,937",          2.26,"3,175","3,477",          0.91
2915553000,광주광역시 남구 방림2동,"8,881","4,090",          2.17,"4,208","4,673",          0.90
2915553700,광주광역시 남구 봉선1동,"13,425","6,678",          2.01,"6,289","7,136",          0.88
2915553800,광주광역시 남구 봉선2동,"28,955","10,027",          2.89,"13,545","15,410",          0.88
2915554500,광주광역시 남구 사직동,"5,157","2,949",          1.75,"2,661","2,496",          1.07
2915560500,광주광역시 남구 월산동,"8,971","4,634",          1.94,"4,576","4,395",          1.04
2915563000,광주광역시 남구 월산4동,"8,503","4,816",          1.77,"4,358","4,145",          1.05
2915564000,광주광역시 남구 월산5동,"6,416","3,554",          1.81,"3,197","3,219",          0.99
2915567000,광주광역시 남구 백운1동,"12,219","5,191",          2.35,"5,744","6,475",          0.89
2915568000,광주광역시 남구 백운2동,"6,375","3,359",          1.90,"3,144","3,231",          0.97
2915569000,광주광역시 남구 주월1동,"21,888","9,639",          2.27,"10,608","11,280",          0.94
2915570000,광주광역시 남구 주월2동,"8,010","4,057",          1.97,"3,968","4,042",          0.98
2915570500,광주광역시 남구 진월동,"29,261","11,486",          2.55,"13,677","15,584",          0.88
2915571000,광주광역시 남구 효덕동,"16,040","7,479",          2.14,"7,696","8,344",          0.92
2915572000,광주광역시 남구 송암동,"21,450","8,607",          2.49,"10,359","11,091",          0.93
2915573000,광주광역시 남구 대촌동,"6,297","3,291",          1.91,"3,108","3,189",          0.97
2917000000,광주광역시 북구 ,"427,139","196,446",          2.17,"211,986","215,153",          0.99
2917051000,광주광역시 북구 중흥1동,"4,791","3,007",          1.59,"2,478","2,313",          1.07
2917052000,광주광역시 북구 중흥2동,"7,569","4,042",          1.87,"3,843","3,726",          1.03
2917053000,광주광역시 북구 중흥3동,"5,508","3,133",          1.76,"2,855","2,653",          1.08
2917055500,광주광역시 북구 중앙동,"3,055","2,015",          1.52,"1,634","1,421",          1.15
2917057000,광주광역시 북구 임동,"9,265","4,564",          2.03,"4,569","4,696",          0.97
2917058000,광주광역시 북구 신안동,"12,361","7,216",          1.71,"6,519","5,842",          1.12
2917059000,광주광역시 북구 용봉동,"38,475","17,853",          2.16,"19,164","19,311",          0.99
2917060100,광주광역시 북구 운암1동,"19,332","7,454",          2.59,"9,329","10,003",          0.93
2917060200,광주광역시 북구 운암2동,"12,000","6,131",          1.96,"6,074","5,926",          1.02
2917060300,광주광역시 북구 운암3동,"12,648","5,086",          2.49,"6,055","6,593",          0.92
2917061500,광주광역시 북구 동림동,"23,231","9,842",          2.36,"11,431","11,800",          0.97
2917062000,광주광역시 북구 우산동,"10,239","5,634",          1.82,"4,969","5,270",          0.94
2917063500,광주광역시 북구 풍향동,"5,699","2,755",          2.07,"2,848","2,851",          1.00
2917065000,광주광역시 북구 문화동,"20,848","9,735",          2.14,"10,260","10,588",          0.97
2917065600,광주광역시 북구 문흥1동,"15,904","6,493",          2.45,"7,725","8,179",          0.94
2917065700,광주광역시 북구 문흥2동,"15,648","7,372",          2.12,"7,463","8,185",          0.91
2917066100,광주광역시 북구 두암1동,"7,759","4,022",          1.93,"3,856","3,903",          0.99
2917066200,광주광역시 북구 두암2동,"16,002","7,711",          2.08,"7,914","8,088",          0.98
2917066300,광주광역시 북구 두암3동,"13,313","7,805",          1.71,"6,381","6,932",          0.92
2917066600,광주광역시 북구 삼각동,"14,040","6,066",          2.31,"7,235","6,805",          1.06
2917066900,광주광역시 북구 일곡동,"29,827","11,559",          2.58,"14,605","15,222",          0.96
